Year,Title,Authors,Institution Name,Institution Country,Citation Count,Topic
1988,On the evaluation of structural equation models,"Richard P. Bagozzi, Youjae Yi",University of Michigan–Ann Arbor,US,18673,Artificial Intelligence
1997,A Decision-Theoretic Generalization of On-Line Learning and an Application to Boosting,"Yoav Freund, Robert E. Schapire",AT&T (United States),US,18661,Artificial Intelligence
1981,Improved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,"Owen P. Hamill, Alain Marty, Erwin Neher, B. Sakmann, Fred J. Sigworth","Max Planck Society, Max Planck Institute for Medical Research, Max Planck Institute for Biophysical Chemistry",DE,18649,Artificial Intelligence
1997,Multivariate Data Analysis,"Jürgen W. Einax, Heinz W. Zwanziger, Sabine Geiß","Friedrich Schiller University Jena, Thüringer Landesanstalt für Landwirtschaft, Merseburg University of Applied Sciences",DE,18634,Artificial Intelligence
2014,Sensitivity and False Alarm Rate of a Fall Sensor in Long-Term Fall Detection in the Elderly,"Maarit Kangas, Raija Korpelainen, Irene Vikman, Lars Nyberg, Timo Jämsä","Oulu University Hospital, Luleå University of Technology, Oulu Deaconess Institute, Institute for Biomedicine, University of Oulu","FI, IT, SE",18563,Artificial Intelligence
2017,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs","Liang-Chieh Chen, George Papandreou, Iasonas Kokkinos, Kevin Murphy, Alan Yuille","University College London, Johns Hopkins University, Google (United States)","GB, US",18483,Artificial Intelligence
2008,MapReduce,"Jay B. Dean, Sanjay Ghemawat",Google (United States),US,18425,Artificial Intelligence
1982,Neural networks and physical systems with emergent collective computational abilities.,J. J. Hopfield,Unknown Institution,Unknown Country,18420,Artificial Intelligence
2008,The qualitative content analysis process,"Satu Elo, Helvi Kyngäs",University of Oulu,FI,18309,Artificial Intelligence
2009,The Elements of Statistical Learning,"Trevor Hastie, Robert Tibshirani, Jerome H. Friedman",Stanford University,US,18242,Artificial Intelligence
2005,Regularization and Variable Selection Via the Elastic Net,"Hui Zou, Trevor Hastie",Stanford University,US,18173,Artificial Intelligence
2007,Naïve Bayesian Classifier for Rapid Assignment of rRNA Sequences into the New Bacterial Taxonomy,"Qiong Wang, George M Garrity, James M. Tiedje, James R. Cole","Ecologie Microbienne Lyon, Michigan State University","FR, US",18129,Artificial Intelligence
2003,The Structure and Function of Complex Networks,Michael Newman,"Santa Fe Institute, University of Michigan–Ann Arbor",US,18127,Artificial Intelligence
2004,Compressed sensing,David L. Donoho,Stanford University,US,17943,Artificial Intelligence
1984,"Stochastic Relaxation, Gibbs Distributions, and the Bayesian Restoration of Images","Stuart Geman, Donald Geman","Brown University, University of Massachusetts Amherst",US,17924,Artificial Intelligence
2005,Gaussian Processes for Machine Learning,"Carl Edward Rasmussen, Christopher K. I. Williams",Unknown Institution,Unknown Country,17882,Artificial Intelligence
2008,Building better batteries,"Michel Armand, J.-M. Tarascon","Université de Picardie Jules Verne, Centre National de la Recherche Scientifique",FR,17860,Artificial Intelligence
1984,The reflective practitioner: How professionals think in action,Cynthia J. Stewart,University of Michigan–Ann Arbor,US,17802,Artificial Intelligence
1989,PHYLIP-Phylogeny inference package (Version 3.2),Joe Felsenstein,Unknown Institution,Unknown Country,17681,Artificial Intelligence
2011,PLS-SEM: Indeed a Silver Bullet,"Joe F. Hair, Christian M. Ringle, Marko Sarstedt","Kennesaw State University, University of Technology Sydney, Ludwig-Maximilians-Universität München","DE, AU, US",17633,Artificial Intelligence
2007,Classification and Regression by randomForest,"Andy Liaw, Matthew C. Wiener",Unknown Institution,Unknown Country,17574,Artificial Intelligence
2014,Very Deep Convolutional Networks for Large-Scale Image Recognition,"Karen Simonyan, Andrew Zisserman",University of Oxford,GB,17484,Artificial Intelligence
1930,The genetical theory of natural selection,Ronald Aylmer Fisher,Unknown Institution,Unknown Country,17474,Artificial Intelligence
1988,Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference,Judea Pearl,"University of California, Los Angeles",US,17404,Artificial Intelligence
1996,A density-based algorithm for discovering clusters in large spatial Databases with Noise,"Martin Ester, Hans‐Peter Kriegel, Jörg Sander, Xiaowei Xu",Ludwig-Maximilians-Universität München,DE,17283,Artificial Intelligence
1986,Longitudinal data analysis using generalized linear models,"Kung‐Yee Liang, Scott L. Zeger",Johns Hopkins University,US,17225,Artificial Intelligence
2005,Rapid object detection using a boosted cascade of simple features,"Paul Viola, Michael Jones",Mitsubishi Electric (United States),US,17225,Artificial Intelligence
1994,The CCP4 suite: programs for protein crystallography,Number Collaborative Computational Project,Unknown Institution,Unknown Country,17223,Artificial Intelligence
1994,A Dynamic Theory of Organizational Knowledge Creation,Ikujiro Nonaka,Hitotsubashi University,JP,17168,Artificial Intelligence
2015,Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,"Kaiming He, Xiangyu Zhang, Shaoqing Ren, Jian Sun","Xi'an Jiaotong University, Microsoft (United States)","CN, US",17107,Artificial Intelligence
2009,The Pascal Visual Object Classes (VOC) Challenge,"Mark Everingham, Luc Van Gool, Christopher K. I. Williams, John Winn, Andrew Zisserman","University of Leeds, University of Edinburgh, University of Oxford, KU Leuven, Microsoft (United States)","GB, BE, US",17062,Artificial Intelligence
1988,Snakes: Active contour models,"Michael Kass, Andrew Witkin, Demetri Terzopoulos",Schlumberger (British Virgin Islands),VG,17059,Artificial Intelligence
2021,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,"Ze Liu, Yutong Lin, Yue Cao, Han Hu, Yixuan Wei, Zheng Zhang, Stephen Lin, Baining Guo","Tsinghua University, Xi'an Jiaotong University, University of Science and Technology of China, Microsoft Research Asia (China)",CN,17051,Artificial Intelligence
1992,A method for registration of 3-D shapes,"Paul J. Besl, Neil David McKay",General Motors (United States),US,17035,Artificial Intelligence
1987,Silhouettes: A graphical aid to the interpretation and validation of cluster analysis,Peter J. Rousseeuw,University of Fribourg,CH,16972,Artificial Intelligence
1980,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,Harvard University,US,16896,Artificial Intelligence
1999,A Wavelet Tour of Signal Processing,Stéphane Mallat,Unknown Institution,Unknown Country,16855,Artificial Intelligence
1943,A logical calculus of the ideas immanent in nervous activity,"Warren S. McCulloch, Walter Pitts","University of Chicago, University of Illinois Urbana-Champaign",US,16765,Artificial Intelligence
1981,Pattern Recognition with Fuzzy Objective Function Algorithms,James C. Bezdek,Unknown Institution,Unknown Country,16728,Artificial Intelligence
2017,"YOLO9000: Better, Faster, Stronger","Joseph Redmon, Ali Farhadi","Xenobe Research Institute, University of Washington",US,16639,Artificial Intelligence
2015,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,"Sergey Ioffe, Christian Szegedy",Google (United States),US,16615,Artificial Intelligence
2003,"A Simple, Fast, and Accurate Algorithm to Estimate Large Phylogenies by Maximum Likelihood","Stéphane Guindon, Olivier Gascuel","Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier, Centre National de la Recherche Scientifique",FR,16611,Artificial Intelligence
2014,Deep learning in neural networks: An overview,Jürgen Schmidhuber,Università della Svizzera italiana,CH,16513,Artificial Intelligence
1959,Convergent and discriminant validation by the multitrait-multimethod matrix.,"Donald T. Campbell, Donald W. Fiske",Unknown Institution,Unknown Country,16472,Artificial Intelligence
1998,Cluster analysis and display of genome-wide expression patterns,"Michael B. Eisen, Paul T. Spellman, Patrick O. Brown, David Botstein","Howard Hughes Medical Institute, Stanford University",US,16435,Artificial Intelligence
2014,Auto-Encoding Variational Bayes,"Diederik P. Kingma, Max Welling",University of Amsterdam,NL,16372,Artificial Intelligence
1985,Learning Internal Representations by Error Propagation,"David E. Rumelhart, Geoffrey E. Hinton, Ronald J. Williams",Unknown Institution,Unknown Country,16298,Artificial Intelligence
1998,,Christopher J. C. Burges,Alcatel Lucent (Germany),DE,16282,Artificial Intelligence
2018,CBAM: Convolutional Block Attention Module,"Sanghyun Woo, Jongchan Park, Joon‐Young Lee, In So Kweon","Korea Advanced Institute of Science and Technology, Adobe Systems (United States)","US, KR",16278,Artificial Intelligence
2005,<scp>genalex</scp> 6: genetic analysis in Excel. Population genetic software for teaching and research,"Rod Peakall, Peter E. Smouse","Australian National University, Rutgers, The State University of New Jersey","US, AU",16158,Artificial Intelligence
2017,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation,"Vijay Badrinarayanan, A. C. Kendall, Roberto Cipolla",University of Cambridge,GB,16144,Artificial Intelligence
1996,,Leo Breiman,"University of California, Berkeley",US,16098,Artificial Intelligence
2013,Efficient Estimation of Word Representations in Vector Space,"Tomáš Mikolov, Kai Chen, Greg S. Corrado, Jay B. Dean","Brno University of Technology, Google (United States), Beijing University of Posts and Telecommunications","CN, CZ, US",16095,Artificial Intelligence
2005,"GROMACS: Fast, flexible, and free","David van der Spoel, Erik Lindahl, Berk Hess, Gerrit Groenhof, Alan E. Mark, Herman J. C. Berendsen","Uppsala University, Max Planck Institute for Polymer Research, Stockholm University, University of Groningen","NL, DE, SE",16014,Artificial Intelligence
1983,"Nonlinear Oscillations, Dynamical Systems, and Bifurcations of Vector Fields","John Guckenheimer, Philip Holmes","Cornell University, Princeton University",US,15952,Artificial Intelligence
1992,Ten lectures on wavelets,Ingrid Daubechies,"AT&T (United States), Rutgers, The State University of New Jersey",US,15909,Artificial Intelligence
1994,Social Network Analysis,"Stanley Wasserman, Katherine Faust","University of Illinois Urbana-Champaign, University of South Carolina",US,15740,Artificial Intelligence
1999,Object recognition from local scale-invariant features,David Lowe,University of British Columbia,CA,15706,Artificial Intelligence
1964,The genetical evolution of social behaviour. I,W D Hamilton,University College London,GB,15697,Artificial Intelligence
1978,Centrality in social networks conceptual clarification,Linton C. Freeman,Lehigh University,US,15689,Artificial Intelligence
1986,Self-Reports in Organizational Research: Problems and Prospects,"Philip M. Podsakoff, Dennis W. Organ","Indiana University, Indiana University Bloomington",US,15660,Artificial Intelligence
2007,"Social Network Sites: Definition, History, and Scholarship","danah boyd, Nicole B. Ellison","University of California, Berkeley, Michigan State University",US,15586,Artificial Intelligence
2006,A Fast Learning Algorithm for Deep Belief Nets,"Geoffrey E. Hinton, Simon Osindero, Yee‐Whye Teh","University of Toronto, National University of Singapore","CA, SG",15529,Artificial Intelligence
2019,RoBERTa: A Robustly Optimized BERT Pretraining Approach,"Yinhan Liu, Myle Ott, Naman Goyal, Jingfei Du, Mandar Joshi, Danqi Chen, Omer Levy, Mike Lewis, Luke Zettlemoyer, Veselin Stoyanov",Unknown Institution,Unknown Country,15520,Artificial Intelligence
1993,ANFIS: adaptive-network-based fuzzy inference system,Jyh‐Shing Roger Jang,"University of California, Berkeley",US,15518,Artificial Intelligence
2002,Automated Anatomical Labeling of Activations in SPM Using a Macroscopic Anatomical Parcellation of the MNI MRI Single-Subject Brain,"N. Tzourio-Mazoyer, Brigitte Landeau, Dimitri Papathanassiou, Fabrice Crivello, Olivier Etard, Nicolas Delcroix, Bernard Mazoyer, Marc Joliot","Commissariat à l'Énergie Atomique et aux Énergies Alternatives, Université de Caen Normandie, Centre Hospitalier Universitaire de Caen, Institut Universitaire de France, Centre National de la Recherche Scientifique, Inserm, Université Paris Cité",FR,15476,Artificial Intelligence
2006,RAxML-VI-HPC: maximum likelihood-based phylogenetic analyses with thousands of taxa and mixed models,Alexandros Stamatakis,École Polytechnique Fédérale de Lausanne,CH,15444,Artificial Intelligence
2019,"PyTorch: An Imperative Style, High-Performance Deep Learning Library","Adam Paszke, Sam Gross, Francisco Massa, Adam Lerer, James T. Bradbury, Gregory Chanan, Trevor Killeen, Zeming Lin, Natalia Gimelshein, Luca Antiga, Alban Desmaison, Andreas Köpf, Edward Yang, Zach DeVito, Martin Raison, Alykhan Tejani, Sasank Chilamkurthy, Benoit Steiner, Lu Fang, Junjie Bai, Soumith Chintala",Unknown Institution,Unknown Country,15414,Artificial Intelligence
2000,Normalized cuts and image segmentation,"Jianbo Shi, Jitendra Malik","University of California, Berkeley, Carnegie Mellon University",US,15329,Artificial Intelligence
2015,Neural Machine Translation by Jointly Learning to Align and Translate,"Dzmitry Bahdanau, Kyunghyun Cho, Yoshua Bengio","Université de Montréal, Constructor University","CA, DE",15326,Artificial Intelligence
1988,"Genetic algorithms in search, optimization, and machine learning",David E. Goldberg,Unknown Institution,Unknown Country,15272,Artificial Intelligence
1996,Bagging predictors,Leo Breiman,"University of California, Berkeley",US,15241,Artificial Intelligence
2017,Grad-CAM: Visual Explanations from Deep Networks via Gradient-Based Localization,"Ramprasaath R. Selvaraju, Michael Cogswell, Abhishek Das, Ramakrishna Vedantam, Devi Parikh, Dhruv Batra","Georgia Institute of Technology, Meta (Israel)","IL, US",15223,Artificial Intelligence
